id,section,difficulty,topic,question,A,B,C,D,answer
AIML_Deep_Learning_017,AI & ML,Medium,Deep Learning,Convolutional layer:,Applies filters to detect local patterns,Reduces spatial dimensions,Fully connects neurons,Normalizes activations,A
AIML_Deep_Learning_018,AI & ML,Easy,Deep Learning,Pooling layer:,Reduces spatial dimensions (downsampling),Increases spatial dimensions,Adds features,Normalizes activations,A
AIML_Deep_Learning_019,AI & ML,Easy,Deep Learning,Max Pooling:,Takes maximum value in pooling window,Takes average,Takes minimum,Takes sum,A
AIML_Deep_Learning_020,AI & ML,Medium,Deep Learning,Stride in convolution:,Number of pixels filter moves per step,Filter size,Padding amount,Number of filters,A
AIML_Deep_Learning_021,AI & ML,Medium,Deep Learning,Padding in CNN:,Adding zeros to control output spatial size,Removing border pixels,Increasing filter size,Reducing stride,A
AIML_Deep_Learning_022,AI & ML,Easy,Deep Learning,RNN:,Network with loops to process sequential data,Network for images,Network for tabular data,Network for graphs,A
AIML_Deep_Learning_023,AI & ML,Hard,Deep Learning,Vanishing gradient in RNNs:,Gradients decay through many time steps,Gradients increase,Sequences are fast,RNNs have no gradients,A
AIML_Deep_Learning_024,AI & ML,Medium,Deep Learning,LSTM:,RNN variant with gates to control long-range information,Simplified RNN,Bidirectional RNN,Attention mechanism,A
AIML_Deep_Learning_025,AI & ML,Hard,Deep Learning,LSTM gates:,"Input, Forget, and Output gates",On and Off gates,Up and Down gates,Left and Right gates,A
AIML_Deep_Learning_026,AI & ML,Hard,Deep Learning,GRU vs LSTM:,GRU has fewer gates (reset and update) — simpler,GRU is more complex,GRU has more gates,They are identical,A
AIML_Deep_Learning_027,AI & ML,Medium,Deep Learning,Autoencoder:,Compresses input to lower-dimensional representation and reconstructs,Supervised classifier,Recurrent network,CNN variant,A
AIML_Deep_Learning_028,AI & ML,Medium,Deep Learning,Autoencoder bottleneck:,Compressed lower-dimensional representation,Final layer,Input layer,Loss function,A
AIML_Deep_Learning_029,AI & ML,Hard,Deep Learning,VAE (Variational Autoencoder):,Generative model with probabilistic latent space,Deterministic autoencoder,CNN variant,Attention model,A
AIML_Deep_Learning_030,AI & ML,Medium,Deep Learning,GAN (Generative Adversarial Network):,Generator creates fakes; Discriminator distinguishes real/fake,Autoencoder variant,Supervised model,Ensemble,A
AIML_Deep_Learning_031,AI & ML,Hard,Deep Learning,Mode collapse in GANs:,Generator produces only a few output types,Training divergence,Overfitting,Generator overfits,A
AIML_Deep_Learning_032,AI & ML,Medium,Deep Learning,Transformer model:,Attention-based architecture processing tokens in parallel,RNN with attention,CNN variant,Ensemble,A
AIML_Deep_Learning_033,AI & ML,Hard,Deep Learning,Self-attention:,Each token attends to all other tokens,Cross-attention,Layer normalization,Feed-forward network,A
AIML_Deep_Learning_034,AI & ML,Medium,Deep Learning,BERT:,Bidirectional Encoder Representations from Transformers,Unidirectional LM,CNN for text,RNN for text,A
AIML_Deep_Learning_035,AI & ML,Easy,Deep Learning,GPT:,Generative Pre-trained Transformer for text generation,Discriminative model,Image model,Speech model,A
AIML_Deep_Learning_036,AI & ML,Medium,Deep Learning,Fine-tuning:,Adapting pre-trained model to specific task,Training from scratch,Feature extraction only,Hyperparameter tuning,A
AIML_Deep_Learning_037,AI & ML,Hard,Deep Learning,Xavier/Glorot init:,For Sigmoid/Tanh — keeps activation variance stable,For ReLU,For training speed,For memory reduction,A
AIML_Deep_Learning_038,AI & ML,Hard,Deep Learning,He init:,For ReLU activations — keeps variance stable,For Sigmoid,For Tanh,For all equally,A
AIML_Deep_Learning_039,AI & ML,Hard,Deep Learning,ResNet's key innovation:,Residual (skip) connections enabling very deep networks,Attention mechanism,Batch norm only,Larger kernels,A
AIML_Deep_Learning_040,AI & ML,Hard,Deep Learning,Skip connections:,Add input to layer output to prevent vanishing gradients,Skip layers randomly,Dropout variant,Attention variant,A
AIML_Deep_Learning_041,AI & ML,Easy,Deep Learning,Softmax output layer:,Converts logits to probability distribution over classes,Creates embeddings,Reduces dimensions,Applies regularization,A
AIML_Deep_Learning_042,AI & ML,Easy,Deep Learning,Dense (fully connected) layer:,Every neuron connected to every previous neuron,Conv layer,Recurrent layer,Attention layer,A
AIML_Deep_Learning_043,AI & ML,Medium,Deep Learning,Embedding layer:,Maps discrete tokens to dense continuous vectors,One-hot encoding,Positional encoding,Attention,A
AIML_Deep_Learning_044,AI & ML,Hard,Deep Learning,Positional encoding in Transformers:,Adds position info since attention is permutation-invariant,Encodes feature positions,Maps positions to labels,Sorts tokens,A
AIML_Deep_Learning_045,AI & ML,Hard,Deep Learning,Multi-head attention:,Parallel attention heads with different projections,Stacked self-attention,Multi-layer attention,Hierarchical attention,A
AIML_Deep_Learning_046,AI & ML,Medium,Deep Learning,Seq2Seq model:,Encoder encodes input; Decoder generates output,Single forward pass,Bidirectional model,Classification model,A
AIML_Deep_Learning_047,AI & ML,Hard,Deep Learning,Beam search:,Keeps top-k sequences at each generation step,Greedy decoding,Random sampling,Nucleus sampling,A
AIML_Deep_Learning_048,AI & ML,Medium,Deep Learning,Object detection vs classification:,Detection localizes + classifies multiple objects,Classifies one object,Generates images,Segments pixels,A
AIML_Deep_Learning_049,AI & ML,Medium,Deep Learning,Semantic segmentation:,Labels every pixel with a class,Object bounding boxes,Image classification,Feature extraction,A
AIML_Deep_Learning_050,AI & ML,Hard,Deep Learning,Instance segmentation:,Detects and segments each instance separately,Semantic segmentation,Object detection,Image generation,A
AIML_Deep_Learning_051,AI & ML,Hard,Deep Learning,Siamese network:,Twin networks comparing inputs for similarity,Generative model,Object detector,Image classifier,A
AIML_Deep_Learning_052,AI & ML,Hard,Deep Learning,Attention mechanism advantage:,Models dependencies regardless of distance,Faster training,Smaller model,Better for images,A
AIML_Deep_Learning_053,AI & ML,Medium,Deep Learning,ResNet-50 has approximately:,50 layers,50 million parameters,50 convolutional layers,50 attention heads,A
AIML_Deep_Learning_054,AI & ML,Hard,Deep Learning,What is depthwise separable convolution?,Splits into depthwise + pointwise steps for efficiency,Standard convolution,Dilated convolution,Transposed convolution,A
AIML_Deep_Learning_055,AI & ML,Hard,Deep Learning,Dilated (atrous) convolution:,Gaps in kernel to increase receptive field,Depthwise conv,Transposed conv,Separable conv,A
AIML_Deep_Learning_056,AI & ML,Hard,Deep Learning,Transposed convolution:,"Upsamples feature maps (used in decoders, GANs)",Reduces feature maps,Applies filters,Normalizes activations,A
AIML_Deep_Learning_057,AI & ML,Hard,Deep Learning,U-Net architecture:,Encoder-decoder with skip connections for segmentation,Image classification,Object detection,Text generation,A
AIML_Deep_Learning_058,AI & ML,Medium,Deep Learning,Word2Vec:,Learns word embeddings from co-occurrence contexts,Character-level model,Sentence-level model,Image embedding,A
AIML_Deep_Learning_059,AI & ML,Hard,Deep Learning,CBOW vs Skip-gram:,CBOW predicts word from context; Skip-gram predicts context from word,CBOW always better,Skip-gram always slower,No difference,A
AIML_Deep_Learning_060,AI & ML,Hard,Deep Learning,GloVe:,Word embeddings from global word co-occurrence statistics,Character embeddings,Document embeddings,Sentence embeddings,A
AIML_Deep_Learning_061,AI & ML,Hard,Deep Learning,FastText vs Word2Vec:,FastText uses subword (character n-gram) information,FastText: larger context,FastText: slower,FastText: ignores order,A
AIML_Deep_Learning_062,AI & ML,Hard,Deep Learning,BLEU score:,Measures machine translation quality vs reference,Training loss,Perplexity,Model complexity,A
AIML_Deep_Learning_063,AI & ML,Hard,Deep Learning,What is a language model's perplexity?,Measures how well model predicts sequences (lower = better),Training accuracy,Loss value,Model complexity,A
AIML_Deep_Learning_064,AI & ML,Hard,Deep Learning,Reinforcement learning from human feedback (RLHF):,Fine-tuning LLMs using human preference judgments,Supervised fine-tuning,Unsupervised training,Multi-task learning,A
AIML_Deep_Learning_065,AI & ML,Easy,Deep Learning,What is dropout rate of 0.5?,50% of neurons randomly deactivated during training,50% training data used,50% gradients applied,50% learning rate,A
AIML_Deep_Learning_066,AI & ML,Hard,Deep Learning,Batch size effect: smaller batch → ?,Noisier gradient updates; can escape local minima,Always worse performance,Slower training,Less memory needed always,A
AIML_Deep_Learning_067,AI & ML,Medium,Deep Learning,Learning rate too high → ?,Model diverges; loss increases or oscillates,Model converges faster,Model underfits,No effect,A
AIML_Deep_Learning_068,AI & ML,Medium,Deep Learning,Learning rate too low → ?,Very slow convergence; may get stuck in local minima,Model diverges,Overfitting,Underfitting only,A
AIML_Deep_Learning_069,AI & ML,Hard,Deep Learning,Adam optimizer combines:,Momentum + RMSprop (adaptive learning rates + momentum),SGD + Batch norm,L1 + L2 regularization,Dropout + Early stopping,A
AIML_Deep_Learning_070,AI & ML,Hard,Deep Learning,What is momentum in optimization?,Accumulates past gradients to accelerate relevant directions,Always increases learning rate,Decreases batch size,Clips gradients,A
AIML_Deep_Learning_071,AI & ML,Hard,Deep Learning,RMSprop adapts:,Learning rate based on moving average of squared gradients,Momentum based on gradients,Batch size,Network depth,A
AIML_Deep_Learning_072,AI & ML,Hard,Deep Learning,What is weight decay?,L2 regularization added to optimizer,Decreasing weights randomly,Reducing learning rate,Removing neurons,A
AIML_Deep_Learning_073,AI & ML,Hard,Deep Learning,What is label smoothing?,Replaces hard 0/1 targets with soft values to reduce overconfidence,Augments labels,Encodes labels,Selects labels,A
AIML_Deep_Learning_074,AI & ML,Hard,Deep Learning,What is CutMix augmentation?,Mixes patches from two images with corresponding label blending,Standard cropping,Random erasing,Brightness adjustment,A
AIML_Deep_Learning_075,AI & ML,Hard,Deep Learning,What is Mixup augmentation?,Linear interpolation between two training examples,Mixing datasets,Rotating images,Flipping images,A
AIML_Deep_Learning_076,AI & ML,Hard,Deep Learning,What is knowledge distillation?,Training smaller student using larger teacher's outputs,Compressing datasets,Feature reduction,Model pruning,A
AIML_Deep_Learning_077,AI & ML,Hard,Deep Learning,Model pruning:,Removing less important weights to compress model,Selecting features,Removing outliers,Reducing dataset,A
AIML_Deep_Learning_078,AI & ML,Hard,Deep Learning,Model quantization:,Reducing weight precision (float32 → int8) for efficiency,Compressing images,Reducing dataset,Pruning neurons,A
AIML_Deep_Learning_079,AI & ML,Hard,Deep Learning,What is a 1×1 convolution?,Convolves across channels; used for channel reduction,Spatial feature extraction,Upsampling,Padding,A
AIML_Deep_Learning_080,AI & ML,Hard,Deep Learning,Global Average Pooling (GAP):,Averages entire feature map to one value per channel,Standard pooling,Max pooling variant,Adaptive pooling,A
AIML_Deep_Learning_081,AI & ML,Hard,Deep Learning,What is the receptive field in CNNs?,Region in input space that influences a particular output neuron,Filter size only,Stride only,Padding only,A
AIML_Deep_Learning_082,AI & ML,Hard,Deep Learning,What is a hypercolumn in CNNs?,Concatenation of feature maps at different layers for a pixel,Single layer feature,Pooled feature,Flattened feature,A
AIML_Deep_Learning_083,AI & ML,Hard,Deep Learning,What is attention pooling?,Weighted aggregation of feature vectors using attention scores,Max pooling,Average pooling,Global pooling,A
AIML_Deep_Learning_084,AI & ML,Hard,Deep Learning,What is ViT (Vision Transformer)?,Applies Transformer to image patches directly,CNN variant,Attention-based RNN,Encoder-only model,A
AIML_Deep_Learning_085,AI & ML,Easy,Deep Learning,What is a prompt in LLMs?,Input text guiding the model's response generation,Model weight,Training batch,Evaluation metric,A
AIML_Deep_Learning_086,AI & ML,Hard,Deep Learning,What is in-context learning?,LLM learns task from examples in the prompt without fine-tuning,Fine-tuning,Pre-training,Transfer learning,A
AIML_Deep_Learning_087,AI & ML,Hard,Deep Learning,What is chain-of-thought prompting?,Asking model to show step-by-step reasoning,Asking for direct answer,Using many examples,Training the model,A
AIML_Deep_Learning_088,AI & ML,Hard,Deep Learning,What is RAG (Retrieval-Augmented Generation)?,Augmenting LLM with retrieved relevant documents at inference,Training with retrieved data,Fine-tuning technique,Prompt engineering,A
AIML_Deep_Learning_089,AI & ML,Medium,Deep Learning,What is a hallucination in LLMs?,Model generates confident but factually incorrect information,Model refuses to answer,Model crashes,Model is very slow,A
AIML_Deep_Learning_090,AI & ML,Hard,Deep Learning,EfficientNet scales:,"Width, depth, and resolution uniformly",Only depth,Only width,Only resolution,A
AIML_Deep_Learning_091,AI & ML,Hard,Deep Learning,What is a Swin Transformer?,Transformer with shifted windows for efficient image processing,Standard Transformer,CNN variant,LSTM variant,A
AIML_Deep_Learning_092,AI & ML,Hard,Deep Learning,What is CLIP?,Model learning visual-semantic embeddings from image-text pairs,Image classifier only,Text model only,GAN variant,A
AIML_Deep_Learning_093,AI & ML,Hard,Deep Learning,What is DALL-E?,Diffusion/transformer model generating images from text descriptions,Image classifier,Object detector,Segmentation model,A
AIML_Deep_Learning_094,AI & ML,Hard,Deep Learning,Diffusion models generate images by:,Iteratively denoising a random noise image,Single forward pass,GAN training,Autoencoder decoding,A
AIML_Deep_Learning_095,AI & ML,Hard,Deep Learning,What is cross-entropy loss for binary classification?,−[y log(p) + (1−y) log(1−p)],MSE,Hinge loss,Triplet loss,A
AIML_Models_001,AI & ML,Easy,Models,Linear Regression models:,Relationship between input and continuous output as linear function,Classification boundaries,Cluster centroids,Principal components,A
AIML_Models_002,AI & ML,Easy,Models,Logistic Regression is used for:,Classification (binary or multiclass),Regression,Clustering,Dimensionality reduction,A
AIML_Models_003,AI & ML,Medium,Models,Decision Tree splits on:,Feature that maximizes information gain or minimizes Gini impurity,Random feature,Most frequent feature,Least frequent feature,A
AIML_Models_004,AI & ML,Hard,Models,Gini impurity measures:,Probability of misclassification in a node,Tree depth,Entropy difference,Feature correlation,A
AIML_Models_005,AI & ML,Medium,Models,Entropy in decision trees measures:,Disorder/impurity of a node,Tree height,Number of splits,Feature count,A
